idx,hgmURL,TruparURL,liftPartsURL
138,http://store.hgmforkliftparts.com/-p950097.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA343076%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
139,http://store.hgmforkliftparts.com/-p1719826.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA343014%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
140,http://store.hgmforkliftparts.com/-p1715860.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA273773%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
141,http://store.hgmforkliftparts.com/-p646272.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA131768%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
142,http://store.hgmforkliftparts.com/-p950016.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA131769%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
143,http://store.hgmforkliftparts.com/-p646868.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218315%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
144,http://store.hgmforkliftparts.com/-p646643.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA213955%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
145,http://store.hgmforkliftparts.com/-p646972.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218736%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
146,http://store.hgmforkliftparts.com/-p646971.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218735%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
147,http://store.hgmforkliftparts.com/-p646983.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218755%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
148,http://store.hgmforkliftparts.com/-p647007.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA219024%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
149,http://store.hgmforkliftparts.com/-p646985.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218760%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
150,http://store.hgmforkliftparts.com/-p646986.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218761%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
151,http://store.hgmforkliftparts.com/-p646909.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA218378%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
152,http://store.hgmforkliftparts.com/-p646314.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA133803%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
153,http://store.hgmforkliftparts.com/-p646315.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA133804%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
154,http://store.hgmforkliftparts.com/-p647106.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA232170%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
155,http://store.hgmforkliftparts.com/-p1518097.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA378356%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
156,http://store.hgmforkliftparts.com/-p647339.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWD141101%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
157,http://store.hgmforkliftparts.com/-p647969.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWD700615%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
158,http://store.hgmforkliftparts.com/-p645088.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDW4W1584%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
159,http://store.hgmforkliftparts.com/-p1127631.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDW7E6797%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
160,http://store.hgmforkliftparts.com/-p1151202.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA159290%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
161,http://store.hgmforkliftparts.com/-p646562.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA213061%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
162,http://store.hgmforkliftparts.com/-p646545.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA212308%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
163,http://store.hgmforkliftparts.com/-p646478.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWA154204%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
164,http://store.hgmforkliftparts.com/-p648329.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWS8200500%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
165,http://store.hgmforkliftparts.com/-p645767.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDW834554%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
166,http://store.hgmforkliftparts.com/-p949973.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDW908169%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
167,http://store.hgmforkliftparts.com/-p645939.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDW908170%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
168,http://store.hgmforkliftparts.com/-p647570.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWD370203%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
169,http://store.hgmforkliftparts.com/-p647571.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DDWD370205%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
170,http://store.hgmforkliftparts.com/-p700717.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY347136%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
171,http://store.hgmforkliftparts.com/-p951796.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1343892%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
172,http://store.hgmforkliftparts.com/-p666166.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1357353%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
173,http://store.hgmforkliftparts.com/-p664513.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1324744%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
174,http://store.hgmforkliftparts.com/-p665723.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1345809%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
175,http://store.hgmforkliftparts.com/-p654550.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY0144752%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
176,http://store.hgmforkliftparts.com/-p686412.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY3028303%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
177,http://store.hgmforkliftparts.com/-p663885.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1308830%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
178,http://store.hgmforkliftparts.com/-p1077219.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY996111-GE%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
179,http://store.hgmforkliftparts.com/-p670450.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1537410%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
180,http://store.hgmforkliftparts.com/-p665055.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1335110%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
181,http://store.hgmforkliftparts.com/-p670568.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1554033%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
182,http://store.hgmforkliftparts.com/-p670569.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1554034%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
183,http://store.hgmforkliftparts.com/-p666541.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1362113%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
184,http://store.hgmforkliftparts.com/-p670520.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1545444%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
185,http://store.hgmforkliftparts.com/-p670654.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1559418%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
186,http://store.hgmforkliftparts.com/-p666477.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1361837%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
187,http://store.hgmforkliftparts.com/-p1766836.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY3136130RX%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
188,http://store.hgmforkliftparts.com/-p690046.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY305071%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
189,http://store.hgmforkliftparts.com/-p664882.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1332565%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
190,http://store.hgmforkliftparts.com/-p663599.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1302768%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
191,http://store.hgmforkliftparts.com/-p699595.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY321917%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
192,http://store.hgmforkliftparts.com/-p664543.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1326399%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
193,http://store.hgmforkliftparts.com/-p664546.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1326536%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
194,http://store.hgmforkliftparts.com/-p669053.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY145916%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
195,http://store.hgmforkliftparts.com/-p676556.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY2064054%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
196,http://store.hgmforkliftparts.com/-p666463.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1361811%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
197,http://store.hgmforkliftparts.com/-p666474.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1361825%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
198,http://store.hgmforkliftparts.com/-p667200.aspx,https://trupar.com/product/?grid%5Bfrontend-product-search-grid%5D=i%3D1%26p%3D12%26f%255Ball_text%255D%255Bvalue%255D%3DHY1370710%26f%255Ball_text%255D%255Btype%255D%3D1%26c%3D%26v%3D__all__%26a%3Dgrid%26g%255BoriginalRoute%255D%3Doro_product_frontend_product_index,http://www.liftpartswarehouse.com/SearchResults.asp?Search=cr65081-021&Submit=Submit
